strategy,scenario,municipalities,capacity_margin,iso_code,id
Hybrid,Scenario 3 (300 Mbps),Baarle-Nassau,82190.02915,NLD,Baarle-Nassau
Small Cells,Scenario 3 (300 Mbps),Baarle-Nassau,81526.57527,NLD,Baarle-Nassau
Spectrum Integration,Scenario 3 (300 Mbps),Baarle-Nassau,-10557.51392,NLD,Baarle-Nassau
Hybrid,Scenario 1 (30 Mbps),Baarn,13597.48808,NLD,Baarn
Small Cells,Scenario 1 (30 Mbps),Baarn,13155.85738,NLD,Baarn
Spectrum Integration,Scenario 1 (30 Mbps),Baarn,-1800.752664,NLD,Baarn
Hybrid,Scenario 2 (100 Mbps),Baarn,29860.89751,NLD,Baarn
Small Cells,Scenario 2 (100 Mbps),Baarn,29451.32645,NLD,Baarn
Spectrum Integration,Scenario 2 (100 Mbps),Baarn,-10717.42073,NLD,Baarn
Hybrid,Scenario 3 (300 Mbps),Baarn,21684.62803,NLD,Baarn
Small Cells,Scenario 3 (300 Mbps),Baarn,21509.5855,NLD,Baarn
Spectrum Integration,Scenario 3 (300 Mbps),Baarn,-36693.73673,NLD,Baarn
Hybrid,Scenario 1 (30 Mbps),Barendrecht,23236.15904,NLD,Barendrecht
Small Cells,Scenario 1 (30 Mbps),Barendrecht,22244.9348,NLD,Barendrecht
Spectrum Integration,Scenario 1 (30 Mbps),Barendrecht,-3621.2376,NLD,Barendrecht
Hybrid,Scenario 2 (100 Mbps),Barendrecht,10405.27361,NLD,Barendrecht
Small Cells,Scenario 2 (100 Mbps),Barendrecht,10144.55985,NLD,Barendrecht
Spectrum Integration,Scenario 2 (100 Mbps),Barendrecht,-20572.81392,NLD,Barendrecht
Hybrid,Scenario 3 (300 Mbps),Barendrecht,2055.719024,NLD,Barendrecht
Small Cells,Scenario 3 (300 Mbps),Barendrecht,1988.548232,NLD,Barendrecht
Spectrum Integration,Scenario 3 (300 Mbps),Barendrecht,-69005.88912,NLD,Barendrecht
Hybrid,Scenario 1 (30 Mbps),Barneveld,68021.201,NLD,Barneveld
Small Cells,Scenario 1 (30 Mbps),Barneveld,67093.40701,NLD,Barneveld
Spectrum Integration,Scenario 1 (30 Mbps),Barneveld,-3479.157168,NLD,Barneveld
Hybrid,Scenario 2 (100 Mbps),Barneveld,182038.5116,NLD,Barneveld
Small Cells,Scenario 2 (100 Mbps),Barneveld,180261.9011,NLD,Barneveld
Spectrum Integration,Scenario 2 (100 Mbps),Barneveld,-24627.1954,NLD,Barneveld
Hybrid,Scenario 3 (300 Mbps),Barneveld,134815.8394,NLD,Barneveld
Small Cells,Scenario 3 (300 Mbps),Barneveld,133330.6818,NLD,Barneveld
Spectrum Integration,Scenario 3 (300 Mbps),Barneveld,-87787.4122,NLD,Barneveld
Hybrid,Scenario 1 (30 Mbps),"Barneveld,Leusden",21.12624,NLD,"Barneveld,Leusden"
Small Cells,Scenario 1 (30 Mbps),"Barneveld,Leusden",21.12624,NLD,"Barneveld,Leusden"
Spectrum Integration,Scenario 1 (30 Mbps),"Barneveld,Leusden",21.12624,NLD,"Barneveld,Leusden"
Hybrid,Scenario 2 (100 Mbps),"Barneveld,Leusden",3975.833292,NLD,"Barneveld,Leusden"
Small Cells,Scenario 2 (100 Mbps),"Barneveld,Leusden",3946.801848,NLD,"Barneveld,Leusden"
Spectrum Integration,Scenario 2 (100 Mbps),"Barneveld,Leusden",-82.617756,NLD,"Barneveld,Leusden"
Hybrid,Scenario 3 (300 Mbps),"Barneveld,Leusden",3596.474892,NLD,"Barneveld,Leusden"
Small Cells,Scenario 3 (300 Mbps),"Barneveld,Leusden",3567.443448,NLD,"Barneveld,Leusden"
Spectrum Integration,Scenario 3 (300 Mbps),"Barneveld,Leusden",-461.976156,NLD,"Barneveld,Leusden"
Hybrid,Scenario 1 (30 Mbps),Bedum,-1176.4974,NLD,Bedum
Small Cells,Scenario 1 (30 Mbps),Bedum,-1481.52888,NLD,Bedum
Spectrum Integration,Scenario 1 (30 Mbps),Bedum,-1176.4974,NLD,Bedum
Hybrid,Scenario 2 (100 Mbps),Bedum,-6594.22062,NLD,Bedum
Small Cells,Scenario 2 (100 Mbps),Bedum,-6899.2521,NLD,Bedum
Spectrum Integration,Scenario 2 (100 Mbps),Bedum,-6594.22062,NLD,Bedum
Hybrid,Scenario 3 (300 Mbps),Bedum,-22073.42982,NLD,Bedum
Small Cells,Scenario 3 (300 Mbps),Bedum,-22378.4613,NLD,Bedum
Spectrum Integration,Scenario 3 (300 Mbps),Bedum,-22073.42982,NLD,Bedum
Hybrid,Scenario 1 (30 Mbps),Beek,19578.99002,NLD,Beek
Small Cells,Scenario 1 (30 Mbps),Beek,19238.58211,NLD,Beek
Spectrum Integration,Scenario 1 (30 Mbps),Beek,-1787.561088,NLD,Beek
Hybrid,Scenario 2 (100 Mbps),Beek,16499.14659,NLD,Beek
Small Cells,Scenario 2 (100 Mbps),Beek,16128.85337,NLD,Beek
Spectrum Integration,Scenario 2 (100 Mbps),Beek,-9045.221778,NLD,Beek
Hybrid,Scenario 3 (300 Mbps),Beek,5757.972589,NLD,Beek
Small Cells,Scenario 3 (300 Mbps),Beek,5660.916487,NLD,Beek
Spectrum Integration,Scenario 3 (300 Mbps),Beek,-29866.78178,NLD,Beek
Hybrid,Scenario 1 (30 Mbps),Beemster,-1024.77006,NLD,Beemster
Small Cells,Scenario 1 (30 Mbps),Beemster,-1294.2585,NLD,Beemster
Spectrum Integration,Scenario 1 (30 Mbps),Beemster,-1024.77006,NLD,Beemster
Hybrid,Scenario 2 (100 Mbps),Beemster,-5777.04906,NLD,Beemster
Small Cells,Scenario 2 (100 Mbps),Beemster,-6046.5375,NLD,Beemster
Spectrum Integration,Scenario 2 (100 Mbps),Beemster,-5777.04906,NLD,Beemster
Hybrid,Scenario 3 (300 Mbps),Beemster,-19354.98906,NLD,Beemster
Small Cells,Scenario 3 (300 Mbps),Beemster,-19624.4775,NLD,Beemster
Spectrum Integration,Scenario 3 (300 Mbps),Beemster,-19354.98906,NLD,Beemster
Hybrid,Scenario 1 (30 Mbps),Beesel,16821.69906,NLD,Beesel
Small Cells,Scenario 1 (30 Mbps),Beesel,16464.21383,NLD,Beesel
Spectrum Integration,Scenario 1 (30 Mbps),Beesel,-1918.795488,NLD,Beesel
Hybrid,Scenario 2 (100 Mbps),Beesel,25464.39272,NLD,Beesel
Small Cells,Scenario 2 (100 Mbps),Beesel,24986.51238,NLD,Beesel
Spectrum Integration,Scenario 2 (100 Mbps),Beesel,-10106.73706,NLD,Beesel
Hybrid,Scenario 3 (300 Mbps),Beesel,14914.79294,NLD,Beesel
Small Cells,Scenario 3 (300 Mbps),Beesel,14794.39783,NLD,Beesel
Spectrum Integration,Scenario 3 (300 Mbps),Beesel,-33844.84186,NLD,Beesel
Hybrid,Scenario 1 (30 Mbps),Bellingwedde,-199.55496,NLD,Bellingwedde
Small Cells,Scenario 1 (30 Mbps),Bellingwedde,-511.66728,NLD,Bellingwedde
Spectrum Integration,Scenario 1 (30 Mbps),Bellingwedde,-199.55496,NLD,Bellingwedde
Hybrid,Scenario 2 (100 Mbps),Bellingwedde,-3399.78528,NLD,Bellingwedde
Small Cells,Scenario 2 (100 Mbps),Bellingwedde,-3711.8976,NLD,Bellingwedde
Spectrum Integration,Scenario 2 (100 Mbps),Bellingwedde,-3399.78528,NLD,Bellingwedde
Hybrid,Scenario 3 (300 Mbps),Bellingwedde,-12543.30048,NLD,Bellingwedde
Small Cells,Scenario 3 (300 Mbps),Bellingwedde,-12855.4128,NLD,Bellingwedde
Spectrum Integration,Scenario 3 (300 Mbps),Bellingwedde,-12543.30048,NLD,Bellingwedde
Hybrid,Scenario 1 (30 Mbps),Berg en Dal,78137.46659,NLD,Berg en Dal
Small Cells,Scenario 1 (30 Mbps),Berg en Dal,77471.16649,NLD,Berg en Dal
Spectrum Integration,Scenario 1 (30 Mbps),Berg en Dal,-2434.723338,NLD,Berg en Dal
Hybrid,Scenario 2 (100 Mbps),Berg en Dal,96243.38407,NLD,Berg en Dal
Small Cells,Scenario 2 (100 Mbps),Berg en Dal,95357.64041,NLD,Berg en Dal
Spectrum Integration,Scenario 2 (100 Mbps),Berg en Dal,-15005.92114,NLD,Berg en Dal
Hybrid,Scenario 3 (300 Mbps),Berg en Dal,62554.80385,NLD,Berg en Dal
Small Cells,Scenario 3 (300 Mbps),Berg en Dal,61746.47737,NLD,Berg en Dal
Spectrum Integration,Scenario 3 (300 Mbps),Berg en Dal,-51550.61074,NLD,Berg en Dal
Hybrid,Scenario 1 (30 Mbps),Bergeijk,12087.72731,NLD,Bergeijk
Small Cells,Scenario 1 (30 Mbps),Bergeijk,12017.99492,NLD,Bergeijk
Spectrum Integration,Scenario 1 (30 Mbps),Bergeijk,389.83899,NLD,Bergeijk
Hybrid,Scenario 2 (100 Mbps),Bergeijk,123242.1134,NLD,Bergeijk
Small Cells,Scenario 2 (100 Mbps),Bergeijk,122348.4004,NLD,Bergeijk
Spectrum Integration,Scenario 2 (100 Mbps),Bergeijk,-3644.16492,NLD,Bergeijk
Hybrid,Scenario 3 (300 Mbps),Bergeijk,109362.1574,NLD,Bergeijk
Small Cells,Scenario 3 (300 Mbps),Bergeijk,108468.4444,NLD,Bergeijk
Spectrum Integration,Scenario 3 (300 Mbps),Bergeijk,-17524.12092,NLD,Bergeijk
Hybrid,Scenario 1 (30 Mbps),Bergen (L.),29817.1735,NLD,Bergen (L.)
Small Cells,Scenario 1 (30 Mbps),Bergen (L.),29639.28475,NLD,Bergen (L.)
Spectrum Integration,Scenario 1 (30 Mbps),Bergen (L.),-24.37833,NLD,Bergen (L.)
Hybrid,Scenario 2 (100 Mbps),Bergen (L.),122648.6822,NLD,Bergen (L.)
Small Cells,Scenario 2 (100 Mbps),Bergen (L.),121768.9156,NLD,Bergen (L.)
Spectrum Integration,Scenario 2 (100 Mbps),Bergen (L.),-5311.891998,NLD,Bergen (L.)
Hybrid,Scenario 3 (300 Mbps),Bergen (L.),105536.135,NLD,Bergen (L.)
Small Cells,Scenario 3 (300 Mbps),Bergen (L.),104656.3684,NLD,Bergen (L.)
Spectrum Integration,Scenario 3 (300 Mbps),Bergen (L.),-22424.4392,NLD,Bergen (L.)
Hybrid,Scenario 1 (30 Mbps),Bergen (NH.),-2776.79469,NLD,Bergen (NH.)
Small Cells,Scenario 1 (30 Mbps),Bergen (NH.),-3312.36999,NLD,Bergen (NH.)
Spectrum Integration,Scenario 1 (30 Mbps),Bergen (NH.),-2776.79469,NLD,Bergen (NH.)
Hybrid,Scenario 2 (100 Mbps),Bergen (NH.),-13948.47675,NLD,Bergen (NH.)
Small Cells,Scenario 2 (100 Mbps),Bergen (NH.),-14484.05205,NLD,Bergen (NH.)
Spectrum Integration,Scenario 2 (100 Mbps),Bergen (NH.),-13948.47675,NLD,Bergen (NH.)
Hybrid,Scenario 3 (300 Mbps),Bergen (NH.),-45867.56835,NLD,Bergen (NH.)
Small Cells,Scenario 3 (300 Mbps),Bergen (NH.),-46403.14365,NLD,Bergen (NH.)
Spectrum Integration,Scenario 3 (300 Mbps),Bergen (NH.),-45867.56835,NLD,Bergen (NH.)
Hybrid,Scenario 1 (30 Mbps),Bergen op Zoom,58503.88767,NLD,Bergen op Zoom
Small Cells,Scenario 1 (30 Mbps),Bergen op Zoom,56871.92796,NLD,Bergen op Zoom
Spectrum Integration,Scenario 1 (30 Mbps),Bergen op Zoom,-7624.991172,NLD,Bergen op Zoom
Hybrid,Scenario 2 (100 Mbps),Bergen op Zoom,57713.81688,NLD,Bergen op Zoom
Small Cells,Scenario 2 (100 Mbps),Bergen op Zoom,56644.2074,NLD,Bergen op Zoom
Spectrum Integration,Scenario 2 (100 Mbps),Bergen op Zoom,-41561.73166,NLD,Bergen op Zoom
Hybrid,Scenario 3 (300 Mbps),Bergen op Zoom,27748.5076,NLD,Bergen op Zoom
Small Cells,Scenario 3 (300 Mbps),Bergen op Zoom,27377.92976,NLD,Bergen op Zoom
Spectrum Integration,Scenario 3 (300 Mbps),Bergen op Zoom,-139026.4085,NLD,Bergen op Zoom
Hybrid,Scenario 1 (30 Mbps),Berkelland,88073.40863,NLD,Berkelland
Small Cells,Scenario 1 (30 Mbps),Berkelland,87473.28314,NLD,Berkelland
Spectrum Integration,Scenario 1 (30 Mbps),Berkelland,-854.415813,NLD,Berkelland
Hybrid,Scenario 2 (100 Mbps),Berkelland,294564.8428,NLD,Berkelland
Small Cells,Scenario 2 (100 Mbps),Berkelland,292376.5265,NLD,Berkelland
Spectrum Integration,Scenario 2 (100 Mbps),Berkelland,-16384.12725,NLD,Berkelland
Hybrid,Scenario 3 (300 Mbps),Berkelland,245656.5508,NLD,Berkelland
Small Cells,Scenario 3 (300 Mbps),Berkelland,243468.2345,NLD,Berkelland
Spectrum Integration,Scenario 3 (300 Mbps),Berkelland,-65292.41925,NLD,Berkelland
Hybrid,Scenario 1 (30 Mbps),Bernheze,102154.4002,NLD,Bernheze
Small Cells,Scenario 1 (30 Mbps),Bernheze,101236.0673,NLD,Bernheze
Spectrum Integration,Scenario 1 (30 Mbps),Bernheze,-3842.791857,NLD,Bernheze
Hybrid,Scenario 2 (100 Mbps),Bernheze,86204.72726,NLD,Bernheze
Small Cells,Scenario 2 (100 Mbps),Bernheze,85279.56344,NLD,Bernheze
Spectrum Integration,Scenario 2 (100 Mbps),Bernheze,-20747.39449,NLD,Bernheze
Hybrid,Scenario 3 (300 Mbps),Bernheze,53258.93432,NLD,Bernheze
Small Cells,Scenario 3 (300 Mbps),Bernheze,52750.45712,NLD,Bernheze
Spectrum Integration,Scenario 3 (300 Mbps),Bernheze,-69065.77609,NLD,Bernheze
Hybrid,Scenario 1 (30 Mbps),Best,21394.72512,NLD,Best
Small Cells,Scenario 1 (30 Mbps),Best,20745.93442,NLD,Best
Spectrum Integration,Scenario 1 (30 Mbps),Best,-3075.347376,NLD,Best
Hybrid,Scenario 2 (100 Mbps),Best,28346.39944,NLD,Best
Small Cells,Scenario 2 (100 Mbps),Best,27787.97108,NLD,Best
Spectrum Integration,Scenario 2 (100 Mbps),Best,-16501.53268,NLD,Best
Hybrid,Scenario 3 (300 Mbps),Best,15866.801,NLD,Best
Small Cells,Scenario 3 (300 Mbps),Best,15738.7211,NLD,Best
Spectrum Integration,Scenario 3 (300 Mbps),Best,-55228.00468,NLD,Best
Hybrid,Scenario 1 (30 Mbps),Beuningen,35969.87124,NLD,Beuningen
Small Cells,Scenario 1 (30 Mbps),Beuningen,35313.48535,NLD,Beuningen
Spectrum Integration,Scenario 1 (30 Mbps),Beuningen,-2824.146129,NLD,Beuningen
Hybrid,Scenario 2 (100 Mbps),Beuningen,38638.13545,NLD,Beuningen
Small Cells,Scenario 2 (100 Mbps),Beuningen,38067.04141,NLD,Beuningen
Spectrum Integration,Scenario 2 (100 Mbps),Beuningen,-15612.68087,NLD,Beuningen
Hybrid,Scenario 3 (300 Mbps),Beuningen,22841.47955,NLD,Beuningen
Small Cells,Scenario 3 (300 Mbps),Beuningen,22611.93191,NLD,Beuningen
Spectrum Integration,Scenario 3 (300 Mbps),Beuningen,-52453.86407,NLD,Beuningen
Hybrid,Scenario 1 (30 Mbps),Beverwijk,-3854.037915,NLD,Beverwijk
Small Cells,Scenario 1 (30 Mbps),Beverwijk,-4398.445665,NLD,Beverwijk
Spectrum Integration,Scenario 1 (30 Mbps),Beverwijk,-3854.037915,NLD,Beverwijk
Hybrid,Scenario 2 (100 Mbps),Beverwijk,-17602.66988,NLD,Beverwijk
Small Cells,Scenario 2 (100 Mbps),Beverwijk,-18147.07763,NLD,Beverwijk
Spectrum Integration,Scenario 2 (100 Mbps),Beverwijk,-17602.66988,NLD,Beverwijk
Hybrid,Scenario 3 (300 Mbps),Beverwijk,-56884.47548,NLD,Beverwijk
Small Cells,Scenario 3 (300 Mbps),Beverwijk,-57428.88322,NLD,Beverwijk
Spectrum Integration,Scenario 3 (300 Mbps),Beverwijk,-56884.47548,NLD,Beverwijk
Hybrid,Scenario 1 (30 Mbps),"Beverwijk,Heemskerk",-1269.242955,NLD,"Beverwijk,Heemskerk"
Small Cells,Scenario 1 (30 Mbps),"Beverwijk,Heemskerk",-1485.893745,NLD,"Beverwijk,Heemskerk"
Spectrum Integration,Scenario 1 (30 Mbps),"Beverwijk,Heemskerk",-1269.242955,NLD,"Beverwijk,Heemskerk"
Hybrid,Scenario 2 (100 Mbps),"Beverwijk,Heemskerk",-6117.181155,NLD,"Beverwijk,Heemskerk"
Small Cells,Scenario 2 (100 Mbps),"Beverwijk,Heemskerk",-6333.831945,NLD,"Beverwijk,Heemskerk"
Spectrum Integration,Scenario 2 (100 Mbps),"Beverwijk,Heemskerk",-6117.181155,NLD,"Beverwijk,Heemskerk"
Hybrid,Scenario 3 (300 Mbps),"Beverwijk,Heemskerk",-19968.43316,NLD,"Beverwijk,Heemskerk"
Small Cells,Scenario 3 (300 Mbps),"Beverwijk,Heemskerk",-20185.08395,NLD,"Beverwijk,Heemskerk"
Spectrum Integration,Scenario 3 (300 Mbps),"Beverwijk,Heemskerk",-19968.43316,NLD,"Beverwijk,Heemskerk"
Hybrid,Scenario 1 (30 Mbps),Binnenmaas,84260.15014,NLD,Binnenmaas
Small Cells,Scenario 1 (30 Mbps),Binnenmaas,83573.07263,NLD,Binnenmaas
Spectrum Integration,Scenario 1 (30 Mbps),Binnenmaas,-2638.448772,NLD,Binnenmaas
Hybrid,Scenario 2 (100 Mbps),Binnenmaas,72191.59883,NLD,Binnenmaas
Small Cells,Scenario 2 (100 Mbps),Binnenmaas,71504.52132,NLD,Binnenmaas
Spectrum Integration,Scenario 2 (100 Mbps),Binnenmaas,-14707.00009,NLD,Binnenmaas
Hybrid,Scenario 3 (300 Mbps),Binnenmaas,42498.20699,NLD,Binnenmaas
Small Cells,Scenario 3 (300 Mbps),Binnenmaas,41940.91711,NLD,Binnenmaas
Spectrum Integration,Scenario 3 (300 Mbps),Binnenmaas,-49188.57529,NLD,Binnenmaas
Hybrid,Scenario 1 (30 Mbps),Bladel,55130.34555,NLD,Bladel
Small Cells,Scenario 1 (30 Mbps),Bladel,54674.95035,NLD,Bladel
Spectrum Integration,Scenario 1 (30 Mbps),Bladel,-1568.60292,NLD,Bladel
Hybrid,Scenario 2 (100 Mbps),Bladel,74315.24535,NLD,Bladel
Small Cells,Scenario 2 (100 Mbps),Bladel,73660.89937,NLD,Bladel
Spectrum Integration,Scenario 2 (100 Mbps),Bladel,-10196.02942,NLD,Bladel
Hybrid,Scenario 3 (300 Mbps),Bladel,49097.02456,NLD,Bladel
Small Cells,Scenario 3 (300 Mbps),Bladel,48442.67858,NLD,Bladel
Spectrum Integration,Scenario 3 (300 Mbps),Bladel,-35414.25022,NLD,Bladel
Hybrid,Scenario 1 (30 Mbps),Blaricum,10978.41396,NLD,Blaricum
Small Cells,Scenario 1 (30 Mbps),Blaricum,10743.88543,NLD,Blaricum
Spectrum Integration,Scenario 1 (30 Mbps),Blaricum,-1316.305392,NLD,Blaricum
Hybrid,Scenario 2 (100 Mbps),Blaricum,5888.961482,NLD,Blaricum
Small Cells,Scenario 2 (100 Mbps),Blaricum,5654.432954,NLD,Blaricum
Spectrum Integration,Scenario 2 (100 Mbps),Blaricum,-6405.757872,NLD,Blaricum
Hybrid,Scenario 3 (300 Mbps),Blaricum,0.0,NLD,Blaricum
Small Cells,Scenario 3 (300 Mbps),Blaricum,0.0,NLD,Blaricum
Spectrum Integration,Scenario 3 (300 Mbps),Blaricum,-20947.05067,NLD,Blaricum
Hybrid,Scenario 1 (30 Mbps),Bloemendaal,40619.98123,NLD,Bloemendaal
Small Cells,Scenario 1 (30 Mbps),Bloemendaal,40015.51912,NLD,Bloemendaal
Spectrum Integration,Scenario 1 (30 Mbps),Bloemendaal,-2471.219604,NLD,Bloemendaal
Hybrid,Scenario 2 (100 Mbps),Bloemendaal,54873.18468,NLD,Bloemendaal
Small Cells,Scenario 2 (100 Mbps),Bloemendaal,54236.48527,NLD,Bloemendaal
Spectrum Integration,Scenario 2 (100 Mbps),Bloemendaal,-14400.60053,NLD,Bloemendaal
Hybrid,Scenario 3 (300 Mbps),Bloemendaal,38206.02132,NLD,Bloemendaal
Small Cells,Scenario 3 (300 Mbps),Bloemendaal,37874.43669,NLD,Bloemendaal
Spectrum Integration,Scenario 3 (300 Mbps),Bloemendaal,-49009.06373,NLD,Bloemendaal
Hybrid,Scenario 1 (30 Mbps),"Bloemendaal,Haarlem",1725.019836,NLD,"Bloemendaal,Haarlem"
Small Cells,Scenario 1 (30 Mbps),"Bloemendaal,Haarlem",1581.641412,NLD,"Bloemendaal,Haarlem"
Spectrum Integration,Scenario 1 (30 Mbps),"Bloemendaal,Haarlem",-423.571896,NLD,"Bloemendaal,Haarlem"
Hybrid,Scenario 2 (100 Mbps),"Bloemendaal,Haarlem",0.0,NLD,"Bloemendaal,Haarlem"
Small Cells,Scenario 2 (100 Mbps),"Bloemendaal,Haarlem",0.0,NLD,"Bloemendaal,Haarlem"
Spectrum Integration,Scenario 2 (100 Mbps),"Bloemendaal,Haarlem",-2640.133656,NLD,"Bloemendaal,Haarlem"
Hybrid,Scenario 3 (300 Mbps),"Bloemendaal,Haarlem",1.64e-12,NLD,"Bloemendaal,Haarlem"
Small Cells,Scenario 3 (300 Mbps),"Bloemendaal,Haarlem",0.0,NLD,"Bloemendaal,Haarlem"
Spectrum Integration,Scenario 3 (300 Mbps),"Bloemendaal,Haarlem",-8973.167256,NLD,"Bloemendaal,Haarlem"
Hybrid,Scenario 1 (30 Mbps),"Bloemendaal,Velsen",2025.144323,NLD,"Bloemendaal,Velsen"
Small Cells,Scenario 1 (30 Mbps),"Bloemendaal,Velsen",1981.881779,NLD,"Bloemendaal,Velsen"
Spectrum Integration,Scenario 1 (30 Mbps),"Bloemendaal,Velsen",-242.813616,NLD,"Bloemendaal,Velsen"
Hybrid,Scenario 2 (100 Mbps),"Bloemendaal,Velsen",1086.313283,NLD,"Bloemendaal,Velsen"
Small Cells,Scenario 2 (100 Mbps),"Bloemendaal,Velsen",1043.050739,NLD,"Bloemendaal,Velsen"
Spectrum Integration,Scenario 2 (100 Mbps),"Bloemendaal,Velsen",-1181.644656,NLD,"Bloemendaal,Velsen"
Hybrid,Scenario 3 (300 Mbps),"Bloemendaal,Velsen",0.0,NLD,"Bloemendaal,Velsen"
Small Cells,Scenario 3 (300 Mbps),"Bloemendaal,Velsen",0.0,NLD,"Bloemendaal,Velsen"
Spectrum Integration,Scenario 3 (300 Mbps),"Bloemendaal,Velsen",-3864.019056,NLD,"Bloemendaal,Velsen"
Hybrid,Scenario 1 (30 Mbps),Bodegraven-Reeuwijk,59460.44663,NLD,Bodegraven-Reeuwijk
Small Cells,Scenario 1 (30 Mbps),Bodegraven-Reeuwijk,59093.42656,NLD,Bodegraven-Reeuwijk
Spectrum Integration,Scenario 1 (30 Mbps),Bodegraven-Reeuwijk,-1058.220471,NLD,Bodegraven-Reeuwijk
Hybrid,Scenario 2 (100 Mbps),Bodegraven-Reeuwijk,66698.01608,NLD,Bodegraven-Reeuwijk
Small Cells,Scenario 2 (100 Mbps),Bodegraven-Reeuwijk,66235.36302,NLD,Bodegraven-Reeuwijk
Spectrum Integration,Scenario 2 (100 Mbps),Bodegraven-Reeuwijk,-7189.666239,NLD,Bodegraven-Reeuwijk
Hybrid,Scenario 3 (300 Mbps),Bodegraven-Reeuwijk,49242.37536,NLD,Bodegraven-Reeuwijk
Small Cells,Scenario 3 (300 Mbps),Bodegraven-Reeuwijk,48788.8302,NLD,Bodegraven-Reeuwijk
Spectrum Integration,Scenario 3 (300 Mbps),Bodegraven-Reeuwijk,-24981.31984,NLD,Bodegraven-Reeuwijk
Hybrid,Scenario 1 (30 Mbps),Boekel,28552.94282,NLD,Boekel
Small Cells,Scenario 1 (30 Mbps),Boekel,28380.03495,NLD,Boekel
Spectrum Integration,Scenario 1 (30 Mbps),Boekel,-453.045555,NLD,Boekel
Hybrid,Scenario 2 (100 Mbps),Boekel,38413.42526,NLD,Boekel
Small Cells,Scenario 2 (100 Mbps),Boekel,38148.29986,NLD,Boekel
Spectrum Integration,Scenario 2 (100 Mbps),Boekel,-3484.113507,NLD,Boekel
Hybrid,Scenario 3 (300 Mbps),Boekel,29489.75246,NLD,Boekel
Small Cells,Scenario 3 (300 Mbps),Boekel,29224.62707,NLD,Boekel
Spectrum Integration,Scenario 3 (300 Mbps),Boekel,-12407.78631,NLD,Boekel
Hybrid,Scenario 1 (30 Mbps),Borger-Odoorn,-1475.09643,NLD,Borger-Odoorn
Small Cells,Scenario 1 (30 Mbps),Borger-Odoorn,-2328.05997,NLD,Borger-Odoorn
Spectrum Integration,Scenario 1 (30 Mbps),Borger-Odoorn,-1475.09643,NLD,Borger-Odoorn
Hybrid,Scenario 2 (100 Mbps),Borger-Odoorn,-12390.31011,NLD,Borger-Odoorn
Small Cells,Scenario 2 (100 Mbps),Borger-Odoorn,-13243.27365,NLD,Borger-Odoorn
Spectrum Integration,Scenario 2 (100 Mbps),Borger-Odoorn,-12390.31011,NLD,Borger-Odoorn
Hybrid,Scenario 3 (300 Mbps),Borger-Odoorn,-43576.63491,NLD,Borger-Odoorn
Small Cells,Scenario 3 (300 Mbps),Borger-Odoorn,-44429.59845,NLD,Borger-Odoorn
Spectrum Integration,Scenario 3 (300 Mbps),Borger-Odoorn,-43576.63491,NLD,Borger-Odoorn
Hybrid,Scenario 1 (30 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-2.84064,NLD,"Borger-Odoorn,Stadskanaal,Vlagtwedde"
Small Cells,Scenario 1 (30 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-7.28352,NLD,"Borger-Odoorn,Stadskanaal,Vlagtwedde"
Spectrum Integration,Scenario 1 (30 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-2.84064,NLD,"Borger-Odoorn,Stadskanaal,Vlagtwedde"
Hybrid,Scenario 2 (100 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-48.39552,NLD,"Borger-Odoorn,Stadskanaal,Vlagtwedde"
Small Cells,Scenario 2 (100 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-52.8384,NLD,"Borger-Odoorn,Stadskanaal,Vlagtwedde"
Spectrum Integration,Scenario 2 (100 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-48.39552,NLD,"Borger-Odoorn,Stadskanaal,Vlagtwedde"
Hybrid,Scenario 3 (300 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-178.55232,NLD,"Borger-Odoorn,Stadskanaal,Vlagtwedde"
Small Cells,Scenario 3 (300 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-182.9952,NLD,"Borger-Odoorn,Stadskanaal,Vlagtwedde"
Spectrum Integration,Scenario 3 (300 Mbps),"Borger-Odoorn,Stadskanaal,Vlagtwedde",-178.55232,NLD,"Borger-Odoorn,Stadskanaal,Vlagtwedde"
Hybrid,Scenario 1 (30 Mbps),Borne,12067.99487,NLD,Borne
Small Cells,Scenario 1 (30 Mbps),Borne,11658.24184,NLD,Borne
Spectrum Integration,Scenario 1 (30 Mbps),Borne,-1659.118968,NLD,Borne
Hybrid,Scenario 2 (100 Mbps),Borne,22044.27974,NLD,Borne
Small Cells,Scenario 2 (100 Mbps),Borne,21717.81831,NLD,Borne
Spectrum Integration,Scenario 2 (100 Mbps),Borne,-9700.939158,NLD,Borne
Hybrid,Scenario 3 (300 Mbps),Borne,15337.90763,NLD,Borne
Small Cells,Scenario 3 (300 Mbps),Borne,15214.09706,NLD,Borne
Spectrum Integration,Scenario 3 (300 Mbps),Borne,-33031.31276,NLD,Borne
Hybrid,Scenario 1 (30 Mbps),Borsele,34533.97205,NLD,Borsele
